fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;Tipo Vinho
7.6;0.36;0.31;1.7;0.079;26.0;65.0;0.99716;3.42;0.62;9.5;6.0;Red
7.6;0.36;0.31;1.7;0.079;26.0;65.0;0.99716;3.42;0.62;9.5;6.0;Red
6.5;0.59;0.14;2.2;0.086;48.0;59.0;0.99541;3.42;0.7;11.5;6.0;Red
6.5;0.59;0.14;5.6;0.079;23.0;47.0;0.99572;3.42;0.5;11.2;5.0;Red
7.1;0.59;0.14;2.4;0.052000000000000005;9.0;30.0;0.99318;3.35;0.66;12.3;7.0;Red
6.0;0.59;0.14;2.1;0.041;17.0;78.0;0.99346;3.42;0.72;11.4;5.0;Red
8.2;0.35;0.33;2.4;0.076;11.0;47.0;0.99599;3.27;0.72;11.0;6.0;Red
8.2;0.35;0.33;2.4;0.076;11.0;47.0;0.99599;3.27;0.72;11.0;6.0;Red
8.8;0.39;0.43;1.65;0.068;9.0;30.0;0.99478;3.19;0.46;11.4;5.0;Red
8.8;0.4;0.4;2.5;0.068;41.0;54.0;0.99754;3.38;0.72;10.5;6.0;Red
6.8;0.59;0.14;1.6;0.07;16.0;61.0;0.99572;3.29;0.6;9.3;5.0;Red
6.7;0.59;0.23;2.1;0.08;11.0;119.0;0.99538;3.36;0.7;10.9;5.0;Red
7.0;0.43;0.3;2.0;0.085;9.0;39.0;0.99346;3.33;0.46;11.9;6.0;Red
6.6;0.59;0.14;7.8;0.079;9.0;30.0;0.9963;3.42;0.5;12.2;5.0;Red
7.0;0.43;0.3;2.0;0.085;9.0;39.0;0.99346;3.33;0.46;11.9;6.0;Red
6.7;0.59;0.23;2.1;0.08;11.0;119.0;0.99538;3.36;0.7;10.9;5.0;Red
8.8;0.59;0.14;1.8;0.075;9.0;30.0;0.99616;3.3;0.44;9.6;5.0;Red
8.8;0.4;0.49;4.6;0.08;9.0;30.0;0.99652;3.28;0.57;12.3;6.0;Red
6.5;0.59;0.14;2.3;0.086;9.0;30.0;0.99551;3.42;0.51;10.8;5.0;Red
7.2;0.25;0.37;2.5;0.063;11.0;41.0;0.99439;3.42;0.72;12.3;7.0;Red
6.4;0.59;0.14;2.3;0.086;9.0;30.0;0.99551;3.42;0.51;10.8;5.0;Red
7.0;0.59;0.14;1.8;0.086;15.0;64.0;0.99588;3.22;0.59;9.5;6.0;Red
6.2;0.43;0.22;1.8;0.078;21.0;56.0;0.99633;3.42;0.6;9.5;6.0;Red
7.9;0.58;0.23;2.3;0.076;23.0;94.0;0.99686;3.21;0.58;9.5;6.0;Red
7.7;0.57;0.21;1.5;0.069;9.0;30.0;0.99458;3.16;0.54;9.8;6.0;Red
7.7;0.26;0.26;2.0;0.052000000000000005;19.0;77.0;0.9951;3.15;0.72;10.9;6.0;Red
7.9;0.58;0.23;2.3;0.076;23.0;94.0;0.99686;3.21;0.58;9.5;6.0;Red
7.7;0.57;0.21;1.5;0.069;9.0;30.0;0.99458;3.16;0.54;9.8;6.0;Red
7.9;0.34;0.36;1.9;0.065;9.0;30.0;0.99419;3.27;0.54;11.2;7.0;Red
8.6;0.42;0.39;1.8;0.068;9.0;30.0;0.99516;3.35;0.69;11.7;7.0;Red
8.8;0.59;0.19;5.8;0.086;33.0;76.0;0.9984;3.14;0.55;9.4;5.0;Red
7.2;0.36;0.46;2.1;0.07400000000000001;24.0;44.0;0.99534;3.4;0.72;11.0;7.0;Red
7.2;0.36;0.46;2.1;0.07400000000000001;24.0;44.0;0.99534;3.4;0.72;11.0;7.0;Red
7.2;0.36;0.46;2.1;0.07400000000000001;24.0;44.0;0.99534;3.4;0.72;11.0;7.0;Red
8.8;0.59;0.49;1.7;0.086;24.0;52.0;0.99752;3.35;0.72;10.0;5.0;Red
7.2;0.36;0.46;2.1;0.07400000000000001;24.0;44.0;0.99534;3.4;0.72;11.0;7.0;Red
6.2;0.39;0.43;2.0;0.071;14.0;30.0;0.99428;3.42;0.72;11.2;7.0;Red
6.8;0.59;0.14;2.1;0.078;9.0;30.0;0.99498;3.35;0.62;10.4;6.0;Red
6.6;0.44;0.15;2.1;0.076;22.0;53.0;0.9957;3.32;0.62;9.3;5.0;Red
6.8;0.59;0.14;2.1;0.078;9.0;30.0;0.99498;3.35;0.62;10.4;6.0;Red
8.8;0.38;0.42;1.9;0.071;9.0;30.0;0.99659;3.15;0.72;10.5;6.0;Red
8.8;0.33;0.46;1.9;0.081;9.0;30.0;0.99628;3.1;0.48;10.4;6.0;Red
8.8;0.27;0.46;2.1;0.086;20.0;30.0;0.99488;3.26;0.56;11.3;6.0;Red
7.9;0.57;0.31;2.0;0.079;10.0;79.0;0.99677;3.29;0.69;9.5;6.0;Red
8.2;0.34;0.37;1.9;0.057;43.0;74.0;0.99408;3.23;0.72;12.0;6.0;Red
8.2;0.4;0.31;1.9;0.08199999999999999;9.0;30.0;0.996;3.24;0.69;10.6;6.0;Red
8.8;0.39;0.4;1.3;0.044;25.0;50.0;0.99478;3.2;0.72;10.9;6.0;Red
8.8;0.32;0.49;1.8;0.086;17.0;44.0;0.99734;3.28;0.72;11.5;6.0;Red
8.8;0.32;0.49;1.8;0.086;17.0;44.0;0.99734;3.28;0.72;11.5;6.0;Red
8.1;0.53;0.22;2.2;0.078;33.0;89.0;0.99678;3.26;0.46;9.6;6.0;Red
8.8;0.36;0.47;2.2;0.07400000000000001;9.0;30.0;0.99638;3.23;0.72;12.0;6.0;Red
8.8;0.39;0.49;2.5;0.08;9.0;30.0;0.9984;3.07;0.72;10.3;6.0;Red
8.8;0.46;0.23;2.6;0.086;18.0;77.0;0.9984;3.15;0.51;9.4;5.0;Red
7.5;0.58;0.14;4.1;0.08;27.0;46.0;0.99592;3.02;0.47;9.2;5.0;Red
8.8;0.58;0.25;2.0;0.086;9.0;30.0;0.99769;3.27;0.72;9.6;5.0;Red
6.0;0.42;0.14;1.8;0.044;18.0;88.0;0.99157;3.42;0.72;12.3;7.0;Red
7.6;0.43;0.29;2.1;0.075;19.0;66.0;0.99718;3.4;0.64;9.5;5.0;Red
7.7;0.18;0.34;2.7;0.066;15.0;58.0;0.9947;3.37;0.72;11.8;6.0;Red
7.8;0.59;0.14;2.6;0.07400000000000001;48.0;90.0;0.99621;3.38;0.62;10.8;5.0;Red
7.6;0.43;0.29;2.1;0.075;19.0;66.0;0.99718;3.4;0.64;9.5;5.0;Red
8.8;0.23;0.37;2.2;0.057;14.0;36.0;0.99614;3.23;0.49;9.3;5.0;Red
7.1;0.59;0.14;2.2;0.059;11.0;30.0;0.99242;3.39;0.4;12.3;6.0;Red
6.0;0.33;0.32;12.9;0.054000000000000006;9.0;113.0;0.99572;3.3;0.56;11.5;5.0;Red
7.8;0.55;0.14;1.7;0.07;9.0;30.0;0.99659;3.26;0.64;9.4;6.0;Red
7.1;0.59;0.14;2.2;0.059;11.0;30.0;0.99242;3.39;0.4;12.3;6.0;Red
8.1;0.59;0.14;2.5;0.081;12.0;30.0;0.99798;3.38;0.46;9.6;5.0;Red
6.5;0.59;0.14;4.3;0.057;11.0;30.0;0.99488;3.42;0.56;11.8;5.0;Red
7.5;0.59;0.2;1.7;0.076;36.0;60.0;0.99494;3.1;0.4;9.3;5.0;Red
8.8;0.37;0.39;2.5;0.079;28.0;65.0;0.99729;3.16;0.59;9.8;5.0;Red
8.8;0.4;0.41;2.0;0.058;15.0;40.0;0.99414;3.22;0.6;12.2;6.0;Red
8.3;0.56;0.22;2.4;0.08199999999999999;10.0;86.0;0.9983;3.37;0.62;9.5;5.0;Red
6.0;0.29;0.25;13.0;0.067;54.0;160.0;0.99721;3.33;0.54;10.3;6.0;Red
7.4;0.55;0.19;1.8;0.08199999999999999;15.0;34.0;0.99655;3.42;0.68;10.5;5.0;Red
7.4;0.59;0.14;1.7;0.086;15.0;48.0;0.99502;3.12;0.48;10.0;5.0;Red
7.4;0.55;0.19;1.8;0.08199999999999999;15.0;34.0;0.99655;3.42;0.68;10.5;5.0;Red
6.9;0.41;0.33;2.2;0.081;22.0;36.0;0.9949;3.41;0.72;11.1;6.0;Red
7.1;0.59;0.14;2.3;0.079;24.0;37.0;0.99514;3.4;0.61;10.9;6.0;Red
7.1;0.59;0.14;2.3;0.079;24.0;37.0;0.99514;3.4;0.61;10.9;6.0;Red
7.5;0.58;0.14;2.2;0.077;27.0;60.0;0.9963;3.28;0.59;9.8;5.0;Red
7.1;0.59;0.14;1.8;0.086;9.0;30.0;0.99627;3.42;0.58;9.8;5.0;Red
7.9;0.59;0.14;1.4;0.086;9.0;30.0;0.99569;3.42;0.58;9.5;5.0;Red
7.8;0.59;0.14;1.9;0.079;20.0;35.0;0.99628;3.4;0.69;10.9;5.0;Red
6.1;0.59;0.14;2.4;0.069;26.0;46.0;0.99358;3.42;0.45;11.0;5.0;Red
7.5;0.59;0.22;1.8;0.08199999999999999;43.0;60.0;0.99499;3.1;0.42;9.2;5.0;Red
7.0;0.58;0.28;4.8;0.085;12.0;69.0;0.99633;3.32;0.7;11.0;6.0;Red
6.8;0.59;0.14;2.7;0.086;15.0;33.0;0.99538;3.42;0.63;11.3;6.0;Red
6.8;0.59;0.14;2.7;0.086;15.0;33.0;0.99538;3.42;0.63;11.3;6.0;Red
8.6;0.59;0.49;1.8;0.086;19.0;56.0;0.99632;3.02;0.72;9.3;5.0;Red
6.3;0.59;0.14;2.0;0.083;17.0;30.0;0.99437;3.42;0.55;11.2;5.0;Red
8.8;0.45;0.38;2.5;0.081;34.0;66.0;0.99726;3.15;0.58;9.8;5.0;Red
8.2;0.59;0.14;2.2;0.086;13.0;30.0;0.9978;3.37;0.46;9.6;5.0;Red
8.5;0.37;0.32;1.8;0.066;26.0;51.0;0.99456;3.38;0.72;11.8;6.0;Red
7.2;0.57;0.14;2.3;0.081;16.0;36.0;0.99564;3.38;0.6;10.3;6.0;Red
7.2;0.57;0.14;2.3;0.081;16.0;36.0;0.99564;3.38;0.6;10.3;6.0;Red
8.8;0.43;0.49;2.3;0.068;13.0;30.0;0.996;3.1;0.72;11.4;6.0;Red
6.9;0.41;0.31;2.0;0.079;21.0;51.0;0.99668;3.42;0.55;9.5;6.0;Red
6.0;0.49;0.14;1.8;0.044;28.0;87.0;0.9908;3.42;0.72;12.3;7.0;Red
6.0;0.38;0.14;1.6;0.048;26.0;60.0;0.99084;3.42;0.72;12.3;6.0;Red
7.3;0.44;0.2;1.6;0.049;24.0;64.0;0.9935;3.38;0.57;11.7;6.0;Red
6.0;0.46;0.14;1.9;0.077;25.0;44.0;0.99385;3.42;0.53;11.2;5.0;Red
7.5;0.58;0.2;2.0;0.073;34.0;44.0;0.99494;3.1;0.43;9.3;5.0;Red
7.8;0.58;0.14;2.1;0.086;17.0;36.0;0.9944;3.24;0.53;11.2;6.0;Red
8.0;0.59;0.22;2.3;0.075;13.0;81.0;0.99688;3.24;0.54;9.5;6.0;Red
8.5;0.4;0.4;6.3;0.05;9.0;30.0;0.99566;3.28;0.56;12.0;5.0;Red
7.0;0.59;0.14;1.9;0.086;9.0;30.0;0.99636;3.35;0.6;9.7;6.0;Red
8.0;0.59;0.22;2.3;0.075;13.0;81.0;0.99688;3.24;0.54;9.5;6.0;Red
8.8;0.3;0.39;1.7;0.062;9.0;30.0;0.9948;3.14;0.57;11.5;7.0;Red
7.1;0.46;0.2;1.9;0.077;28.0;54.0;0.9956;3.37;0.64;10.4;6.0;Red
7.1;0.46;0.2;1.9;0.077;28.0;54.0;0.9956;3.37;0.64;10.4;6.0;Red
7.9;0.59;0.14;2.0;0.084;9.0;30.0;0.99619;3.33;0.68;10.9;6.0;Red
8.7;0.59;0.28;2.7;0.086;17.0;69.0;0.99734;3.26;0.63;10.2;6.0;Red
7.0;0.42;0.19;2.3;0.071;18.0;36.0;0.99476;3.39;0.56;10.9;5.0;Red
8.8;0.37;0.49;1.8;0.086;20.0;47.0;0.99734;3.15;0.57;10.5;5.0;Red
7.1;0.18;0.44;2.5;0.068;17.0;31.0;0.99328;3.35;0.54;12.3;6.0;Red
8.0;0.59;0.14;2.6;0.056;9.0;30.0;0.99286;3.22;0.37;12.3;5.0;Red
7.0;0.59;0.3;4.5;0.068;20.0;110.0;0.9984;3.3;0.72;10.2;5.0;Red
7.0;0.59;0.3;4.5;0.068;20.0;110.0;0.9984;3.3;0.72;10.2;5.0;Red
7.6;0.59;0.14;1.9;0.086;9.0;30.0;0.99521;3.36;0.59;11.0;5.0;Red
8.2;0.59;0.14;2.1;0.073;25.0;60.0;0.99638;3.29;0.72;10.9;6.0;Red
6.0;0.395;0.14;2.4;0.056;14.0;30.0;0.99362;3.42;0.67;12.3;6.0;Red
7.5;0.59;0.14;1.9;0.084;9.0;30.0;0.99672;3.34;0.49;9.7;5.0;Red
8.2;0.59;0.14;2.1;0.073;25.0;60.0;0.99638;3.29;0.72;10.9;6.0;Red
6.6;0.59;0.14;4.3;0.086;51.0;77.5;0.99558;3.2;0.45;9.5;5.0;Red
6.6;0.59;0.14;4.3;0.086;51.0;77.5;0.99558;3.2;0.45;9.5;5.0;Red
7.2;0.53;0.14;2.1;0.064;15.0;30.0;0.99323;3.35;0.61;12.1;6.0;Red
6.0;0.59;0.14;1.4;0.063;11.0;30.0;0.99191;3.42;0.56;12.2;6.0;Red
7.6;0.59;0.14;2.1;0.086;9.0;30.0;0.99476;3.42;0.4;10.9;5.0;Red
6.0;0.59;0.14;2.15;0.08;15.0;30.0;0.99444;3.42;0.61;12.3;6.0;Red
6.7;0.59;0.14;2.0;0.086;20.0;57.0;0.99598;3.42;0.72;11.7;6.0;Red
8.8;0.37;0.32;2.1;0.064;9.0;30.0;0.99576;3.3;0.72;11.2;6.0;Red
8.0;0.28;0.44;1.8;0.081;28.0;68.0;0.99501;3.36;0.66;11.2;5.0;Red
7.6;0.59;0.21;2.3;0.086;21.0;68.0;0.9955;3.12;0.44;9.2;5.0;Red
7.5;0.59;0.26;1.9;0.073;24.0;88.0;0.99612;3.3;0.53;9.8;5.0;Red
8.8;0.59;0.32;2.5;0.086;22.0;91.0;0.9979;3.29;0.62;10.1;5.0;Red
6.8;0.59;0.14;3.9;0.068;15.0;30.0;0.99524;3.41;0.52;11.1;5.0;Red
8.8;0.59;0.32;2.5;0.086;22.0;91.0;0.9979;3.29;0.62;10.1;5.0;Red
7.0;0.59;0.14;1.4;0.071;27.0;63.0;0.996;3.28;0.61;9.2;5.0;Red
7.5;0.59;0.26;1.9;0.073;24.0;88.0;0.99612;3.3;0.53;9.8;5.0;Red
6.5;0.51;0.15;3.0;0.064;12.0;30.0;0.9929;3.33;0.59;12.3;6.0;Red
8.0;0.59;0.21;1.9;0.083;14.0;41.0;0.99532;3.34;0.47;10.5;5.0;Red
7.0;0.36;0.21;2.3;0.086;20.0;65.0;0.99558;3.4;0.54;10.1;6.0;Red
7.0;0.36;0.21;2.4;0.086;24.0;69.0;0.99556;3.4;0.53;10.1;6.0;Red
7.5;0.59;0.27;2.0;0.083;17.0;91.0;0.99616;3.26;0.58;9.8;6.0;Red
6.0;0.59;0.14;1.3;0.041;16.0;46.0;0.99258;3.42;0.59;12.3;6.0;Red
8.8;0.44;0.46;2.2;0.086;10.0;41.0;0.99638;3.18;0.69;11.9;6.0;Red
7.5;0.59;0.27;2.0;0.083;17.0;91.0;0.99616;3.26;0.58;9.8;6.0;Red
8.8;0.59;0.49;1.7;0.086;18.0;64.0;0.99652;3.02;0.72;9.1;6.0;Red
8.8;0.59;0.34;2.6;0.086;12.0;88.0;0.99796;3.26;0.66;10.1;5.0;Red
6.0;0.59;0.14;1.3;0.041;16.0;46.0;0.99258;3.42;0.59;12.3;6.0;Red
8.8;0.34;0.42;1.8;0.058;9.0;30.0;0.99392;3.18;0.55;11.4;5.0;Red
8.8;0.36;0.39;1.8;0.06;21.0;55.0;0.99495;3.18;0.72;11.0;7.0;Red
6.7;0.46;0.24;1.7;0.077;18.0;34.0;0.9948;3.39;0.6;10.6;6.0;Red
6.7;0.46;0.24;1.7;0.077;18.0;34.0;0.9948;3.39;0.6;10.6;6.0;Red
6.7;0.46;0.24;1.7;0.077;18.0;34.0;0.9948;3.39;0.6;10.6;6.0;Red
6.7;0.46;0.24;1.7;0.077;18.0;34.0;0.9948;3.39;0.6;10.6;6.0;Red
6.5;0.52;0.14;1.8;0.073;13.0;38.0;0.9955;3.34;0.52;9.3;5.0;Red
7.4;0.59;0.26;2.1;0.083;17.0;91.0;0.99616;3.29;0.56;9.8;6.0;Red
7.4;0.59;0.26;2.1;0.083;17.0;91.0;0.99616;3.29;0.56;9.8;6.0;Red
7.8;0.59;0.26;3.8;0.086;31.0;67.0;0.99668;3.26;0.46;9.2;5.0;Red
8.4;0.39;0.14;1.7;0.075;9.0;30.0;0.99581;3.09;0.43;9.7;6.0;Red
8.8;0.59;0.22;2.2;0.079;12.0;48.0;0.9976;3.18;0.51;9.6;5.0;Red
7.2;0.59;0.14;2.0;0.086;9.0;30.0;0.99608;3.39;0.52;10.0;5.0;Red
6.6;0.58;0.14;2.4;0.069;19.0;40.0;0.99387;3.38;0.66;12.3;6.0;Red
6.0;0.5;0.14;1.4;0.057;15.0;30.0;0.99448;3.36;0.45;9.5;5.0;Red
6.0;0.5;0.14;1.4;0.057;15.0;30.0;0.99448;3.36;0.45;9.5;5.0;Red
6.0;0.5;0.14;1.4;0.057;15.0;30.0;0.99448;3.36;0.45;9.5;5.0;Red
7.5;0.51;0.14;1.7;0.084;13.0;31.0;0.99538;3.36;0.54;10.5;6.0;Red
7.5;0.51;0.14;1.7;0.084;13.0;31.0;0.99538;3.36;0.54;10.5;6.0;Red
7.5;0.51;0.14;1.7;0.084;13.0;31.0;0.99538;3.36;0.54;10.5;6.0;Red
7.6;0.54;0.14;1.7;0.085;17.0;31.0;0.99589;3.37;0.51;10.4;6.0;Red
7.5;0.51;0.14;1.7;0.084;13.0;31.0;0.99538;3.36;0.54;10.5;6.0;Red
8.8;0.42;0.48;2.6;0.077;9.0;30.0;0.9984;3.09;0.53;11.0;5.0;Red
8.2;0.44;0.24;2.3;0.063;10.0;30.0;0.99613;3.25;0.53;10.2;6.0;Red
6.1;0.59;0.14;2.1;0.056;9.0;30.0;0.99472;3.42;0.56;11.4;5.0;Red
7.2;0.59;0.14;1.8;0.078;9.0;30.0;0.99587;3.34;0.39;9.5;5.0;Red
7.2;0.59;0.14;1.8;0.078;9.0;30.0;0.99587;3.34;0.39;9.5;5.0;Red
6.9;0.57;0.14;2.8;0.081;21.0;41.0;0.99518;3.41;0.52;10.8;5.0;Red
8.8;0.59;0.29;2.0;0.069;32.0;73.0;0.99654;3.34;0.57;10.0;5.0;Red
7.2;0.59;0.14;2.3;0.065;9.0;46.0;0.99332;3.32;0.51;11.8;6.0;Red
7.6;0.59;0.14;1.9;0.086;14.0;57.0;0.9969;3.37;0.46;10.3;5.0;Red
7.6;0.59;0.14;1.9;0.086;14.0;57.0;0.9969;3.37;0.46;10.3;5.0;Red
7.2;0.58;0.14;2.3;0.077;9.0;30.0;0.99568;3.35;0.52;10.0;5.0;Red
6.1;0.32;0.25;1.8;0.086;9.0;32.0;0.99464;3.36;0.44;10.1;5.0;Red
6.1;0.34;0.25;1.8;0.084;9.0;30.0;0.99464;3.36;0.44;10.1;5.0;Red
7.3;0.43;0.24;2.5;0.078;27.0;67.0;0.99648;3.42;0.59;11.1;6.0;Red
7.4;0.59;0.17;5.4;0.086;52.0;98.0;0.99736;3.28;0.5;9.5;5.0;Red
8.8;0.475;0.4;1.4;0.086;9.0;30.0;0.99704;3.07;0.65;10.0333333333333;6.0;Red
8.8;0.54;0.31;2.3;0.086;11.0;38.0;0.99699;3.24;0.56;10.9;5.0;Red
8.3;0.59;0.14;2.5;0.086;13.0;54.0;0.99724;3.36;0.54;10.1;5.0;Red
8.8;0.475;0.4;1.4;0.086;9.0;30.0;0.99704;3.07;0.65;10.0333333333333;6.0;Red
8.0;0.59;0.27;2.0;0.08;11.0;63.0;0.99652;3.29;0.48;9.8;5.0;Red
7.2;0.59;0.14;1.9;0.086;10.0;31.0;0.995;3.42;0.53;11.8;6.0;Red
7.8;0.5;0.14;2.2;0.086;10.0;42.0;0.9971;3.18;0.62;9.5;5.0;Red
7.3;0.59;0.14;1.7;0.086;10.0;45.0;0.99576;3.24;0.5;9.8;5.0;Red
6.9;0.54;0.3;2.2;0.086;9.0;105.0;0.99725;3.25;0.72;10.5;6.0;Red
8.0;0.59;0.32;2.1;0.079;16.0;74.0;0.99656;3.27;0.5;9.8;6.0;Red
6.6;0.59;0.14;1.6;0.069;9.0;30.0;0.99396;3.33;0.37;10.4;5.0;Red
8.7;0.59;0.49;1.7;0.086;12.0;66.0;0.99623;3.02;0.72;9.2;5.0;Red
7.5;0.58;0.49;3.1;0.086;9.0;30.0;0.99476;3.21;0.72;11.6;6.0;Red
8.7;0.59;0.49;1.7;0.086;12.0;66.0;0.99623;3.02;0.72;9.2;5.0;Red
7.7;0.59;0.27;3.8;0.086;34.0;89.0;0.99664;3.24;0.45;9.3;5.0;Red
6.8;0.59;0.14;1.3;0.086;16.0;30.0;0.99471;3.32;0.51;9.8;5.0;Red
7.2;0.56;0.26;2.0;0.083;13.0;100.0;0.99586;3.26;0.52;9.9;5.0;Red
8.2;0.59;0.2;1.4;0.086;9.0;31.0;0.9946;3.11;0.46;10.0;5.0;Red
6.0;0.49;0.26;2.3;0.086;23.0;74.0;0.9953;3.42;0.62;12.2;6.0;Red
7.2;0.45;0.15;2.0;0.078;10.0;30.0;0.99609;3.29;0.51;9.9;6.0;Red
7.5;0.57;0.14;2.6;0.077;11.0;35.0;0.99557;3.36;0.62;10.8;6.0;Red
7.5;0.57;0.14;2.6;0.077;11.0;35.0;0.99557;3.36;0.62;10.8;6.0;Red
6.8;0.59;0.14;1.8;0.07400000000000001;9.0;30.0;0.99534;3.38;0.45;9.6;5.0;Red
8.0;0.59;0.22;2.1;0.08;25.0;105.0;0.99613;3.3;0.49;9.9;5.0;Red
8.0;0.59;0.22;2.1;0.08;25.0;105.0;0.99613;3.3;0.49;9.9;5.0;Red
7.1;0.59;0.15;1.8;0.086;20.0;84.0;0.99593;3.19;0.5;9.5;5.0;Red
8.0;0.59;0.25;3.4;0.076;34.0;85.0;0.99668;3.19;0.42;9.2;5.0;Red
7.4;0.59;0.14;1.8;0.086;9.0;30.0;0.9961;3.3;0.58;9.6;5.0;Red
7.4;0.59;0.14;1.8;0.086;9.0;30.0;0.9961;3.3;0.58;9.6;5.0;Red
6.6;0.59;0.31;6.1;0.083;9.0;49.0;0.99718;3.35;0.68;10.3;5.0;Red
6.7;0.48;0.14;2.2;0.08;36.0;111.0;0.99524;3.1;0.53;9.7;5.0;Red
6.0;0.49;0.14;2.3;0.068;15.0;33.0;0.99292;3.42;0.59;12.3;6.0;Red
8.0;0.59;0.22;2.4;0.086;9.0;33.0;0.99612;3.37;0.58;11.0;5.0;Red
7.1;0.59;0.14;1.3;0.07;9.0;30.0;0.9942;3.17;0.48;9.8;5.0;Red
8.0;0.52;0.25;2.0;0.078;19.0;59.0;0.99612;3.3;0.48;10.2;5.0;Red
6.4;0.57;0.14;3.9;0.07;27.0;73.0;0.99669;3.32;0.48;9.2;5.0;Red
8.6;0.59;0.14;1.6;0.086;9.0;30.0;0.99745;3.31;0.65;9.55;6.0;Red
8.7;0.59;0.14;1.6;0.086;9.0;30.0;0.99745;3.31;0.65;9.55;5.0;Red
7.3;0.59;0.26;2.0;0.08;17.0;104.0;0.99584;3.28;0.52;9.9;5.0;Red
7.0;0.59;0.14;2.2;0.083;13.0;30.0;0.9966;3.42;0.62;10.2;7.0;Red
7.2;0.59;0.14;2.2;0.068;10.0;30.0;0.9956;3.42;0.72;11.1;6.0;Red
7.9;0.59;0.21;2.1;0.08;33.0;141.0;0.9962;3.25;0.51;9.9;5.0;Red
7.9;0.59;0.21;2.1;0.08;33.0;141.0;0.9962;3.25;0.51;9.9;5.0;Red
7.6;0.3;0.42;2.0;0.052000000000000005;9.0;30.0;0.9963;3.42;0.72;11.9;6.0;Red
7.2;0.33;0.33;1.7;0.061;9.0;30.0;0.996;3.23;0.72;10.0;7.0;Red
8.0;0.5;0.39;2.6;0.08199999999999999;12.0;46.0;0.9984;3.42;0.62;10.7;6.0;Red
7.7;0.28;0.3;2.0;0.062;18.0;34.0;0.9952;3.28;0.72;11.3;7.0;Red
8.2;0.24;0.34;5.1;0.062;9.0;30.0;0.9974;3.22;0.72;10.9;6.0;Red
6.0;0.51;0.14;2.1;0.064;40.0;54.0;0.995;3.42;0.72;10.7;6.0;Red
8.1;0.29;0.36;2.2;0.048;35.0;53.0;0.995;3.27;0.72;12.3;7.0;Red
6.0;0.51;0.14;2.1;0.064;40.0;54.0;0.995;3.42;0.72;10.7;6.0;Red
6.6;0.59;0.14;1.8;0.08199999999999999;9.0;30.0;0.9936;3.42;0.44;11.9;6.0;Red
6.4;0.47;0.4;2.4;0.071;9.0;30.0;0.9963;3.42;0.72;10.6;6.0;Red
8.2;0.24;0.34;5.1;0.062;9.0;30.0;0.9974;3.22;0.72;10.9;6.0;Red
8.8;0.57;0.25;2.0;0.086;12.0;89.0;0.9963;3.04;0.72;10.1;5.0;Red
8.8;0.32;0.49;2.2;0.077;9.0;30.0;0.9984;3.2;0.72;9.6;5.0;Red
6.2;0.58;0.14;1.6;0.065;9.0;30.0;0.9966;3.42;0.72;9.4;5.0;Red
8.8;0.32;0.49;2.2;0.077;9.0;30.0;0.9984;3.2;0.72;9.6;5.0;Red
7.3;0.34;0.33;2.5;0.064;21.0;37.0;0.9952;3.35;0.72;12.1;7.0;Red
7.8;0.53;0.14;1.6;0.077;9.0;30.0;0.995;3.16;0.46;9.8;5.0;Red
7.7;0.59;0.21;2.2;0.077;32.0;133.0;0.9956;3.27;0.45;9.9;5.0;Red
7.8;0.53;0.14;1.6;0.077;9.0;30.0;0.995;3.16;0.46;9.8;5.0;Red
7.5;0.4;0.18;1.6;0.079;24.0;58.0;0.9965;3.34;0.58;9.4;5.0;Red
7.0;0.54;0.14;2.1;0.079;39.0;55.0;0.9956;3.39;0.72;11.4;6.0;Red
6.4;0.53;0.14;3.9;0.086;14.0;31.0;0.9968;3.42;0.67;11.0;5.0;Red
8.3;0.26;0.37;1.4;0.076;9.0;30.0;0.9974;3.26;0.7;9.6;6.0;Red
8.3;0.26;0.37;1.4;0.076;9.0;30.0;0.9974;3.26;0.7;9.6;6.0;Red
7.7;0.23;0.37;1.8;0.046;23.0;60.0;0.9971;3.41;0.71;12.1;6.0;Red
7.6;0.41;0.33;2.5;0.078;9.0;30.0;0.9957;3.3;0.58;11.2;5.0;Red
7.8;0.59;0.14;1.9;0.07200000000000001;27.0;55.0;0.9962;3.31;0.63;11.0;5.0;Red
7.9;0.18;0.4;2.2;0.049;38.0;67.0;0.996;3.33;0.72;11.3;5.0;Red
7.4;0.41;0.24;1.8;0.066;18.0;47.0;0.9956;3.37;0.62;10.4;5.0;Red
7.6;0.43;0.31;2.1;0.069;13.0;74.0;0.9958;3.26;0.54;9.9;6.0;Red
6.0;0.44;0.14;1.6;0.042;9.0;30.0;0.9944;3.42;0.72;11.7;6.0;Red
6.1;0.4;0.16;1.8;0.069;11.0;30.0;0.9955;3.42;0.72;10.1;7.0;Red
8.8;0.54;0.37;13.0;0.086;54.0;95.0;0.9984;3.18;0.72;9.1;6.0;Red
8.8;0.54;0.37;13.0;0.086;54.0;95.0;0.9984;3.18;0.72;9.1;6.0;Red
8.8;0.38;0.38;1.6;0.086;27.0;90.0;0.9984;3.15;0.65;9.1;5.0;Red
6.8;0.59;0.29;4.8;0.07;15.0;39.0;0.99577;3.42;0.54;11.1;5.0;Red
